siteID,plotID,individualID,scientificName,taxonID,status,reason
PUUM,PUUM_049,NEON.PLA.D20.PUUM.00888,Cibotium menziesii Hook.,CIME8,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_006,NEON.PLA.D20.PUUM.08156,Sadleria pallida Hook. & Arn.,SAPA11,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_018,NEON.PLA.D20.PUUM.02010,Sadleria pallida Hook. & Arn.,SAPA11,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_049,NEON.PLA.D20.PUUM.00914,Cibotium glaucum (Sm.) Hook. & Arn.,CIGL,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_010,NEON.PLA.D20.PUUM.08365,Cibotium glaucum (Sm.) Hook. & Arn.,CIGL,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_035,NEON.PLA.D20.PUUM.08281,Sadleria pallida Hook. & Arn.,SAPA11,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_049,NEON.PLA.D20.PUUM.00792,Cibotium glaucum (Sm.) Hook. & Arn.,CIGL,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_018,NEON.PLA.D20.PUUM.02184,Sadleria pallida Hook. & Arn.,SAPA11,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_041,NEON.PLA.D20.PUUM.08085,Cibotium glaucum (Sm.) Hook. & Arn.,CIGL,UNMEASURED,Never measured in survey campaigns
PUUM,PUUM_041,NEON.PLA.D20.PUUM.08451,Sadleria pallida Hook. & Arn.,SAPA11,UNMEASURED,Never measured in survey campaigns
