siteID,plotID,individualID,scientificName,taxonID,status,reason
JORN,JORN_003,NEON.PLA.D14.JORN.04742,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_020,NEON.PLA.D14.JORN.04950,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_019,NEON.PLA.D14.JORN.04985,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_009,NEON.PLA.D14.JORN.04952,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_017,NEON.PLA.D14.JORN.04758,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_007,NEON.PLA.D14.JORN.04937,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_004,NEON.PLA.D14.JORN.02759,Opuntia phaeacantha Engelm.,OPPH,UNMEASURED,Never measured in survey campaigns
JORN,JORN_007,NEON.PLA.D14.JORN.02698,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_020,NEON.PLA.D14.JORN.04948,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_005,NEON.PLA.D14.JORN.04991,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_002,NEON.PLA.D14.JORN.02684,Prosopis glandulosa Torr.,PRGL2,UNMEASURED,Never measured in survey campaigns
JORN,JORN_071,NEON.PLA.D14.JORN.02990,Cylindropuntia imbricata (Haw.) F.M. Knuth,CYIM2,UNMEASURED,Never measured in survey campaigns
JORN,JORN_002,NEON.PLA.D14.JORN.02683,Prosopis glandulosa Torr.,PRGL2,UNMEASURED,Never measured in survey campaigns
JORN,JORN_009,NEON.PLA.D14.JORN.04951,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_003,NEON.PLA.D14.JORN.04739,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_003,NEON.PLA.D14.JORN.02692,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_006,NEON.PLA.D14.JORN.04811,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_007,NEON.PLA.D14.JORN.04935,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_054,NEON.PLA.D14.JORN.01511,Cylindropuntia sp.,CYLIN2,UNMEASURED,Never measured in survey campaigns
JORN,JORN_003,NEON.PLA.D14.JORN.04749,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_002,NEON.PLA.D14.JORN.04910,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_014,NEON.PLA.D14.JORN.04925,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_014,NEON.PLA.D14.JORN.04924,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_007,NEON.PLA.D14.JORN.04996,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
JORN,JORN_002,NEON.PLA.D14.JORN.02685,Yucca elata (Engelm.) Engelm.,YUEL,UNMEASURED,Never measured in survey campaigns
