siteID,plotID,year,plotArea_m2,tree_AGBJenkins,tree_AGBChojnacky,tree_AGBAnnighofer,n_trees,small_woody_AGBJenkins,small_woody_AGBChojnacky,small_woody_AGBAnnighofer,n_small_woody_total,n_small_woody_measured,n_unaccounted_trees,total_AGBJenkins,total_AGBChojnacky,total_AGBAnnighofer,growth,growth_cumu
PUUM,PUUM_001,2020,1600,26.118391263200305,,,50,0.5730373145677952,,,23,13,2,26.6914285777681,0.0,0.0,,
PUUM,PUUM_002,2020,1600,3.4807773550199266,,,11,1.8803119066071066,,,52,24,1,5.361089261627033,0.0,0.0,,
PUUM,PUUM_003,2020,1600,7.627832975504527,,,24,1.287778937036147,,,51,13,0,8.915611912540674,0.0,0.0,,
PUUM,PUUM_004,2020,1600,33.59890299721876,,,40,0.7628006611482768,,,34,6,56,34.361703658367034,0.0,0.0,,
PUUM,PUUM_005,2020,1600,18.66792310681045,,,26,1.9716290050538312,,,61,23,31,20.63955211186428,0.0,0.0,,
PUUM,PUUM_006,2020,1600,17.212079208120496,,,16,0.5976363039888413,,,47,20,94,17.80971551210934,0.0,0.0,,
PUUM,PUUM_007,2020,1600,25.265161956374616,,,31,1.5808687156531795,,,33,5,61,26.846030672027794,0.0,0.0,,
PUUM,PUUM_008,2020,1600,12.359264489100328,,,50,3.307345272593858,,,63,12,3,15.666609761694186,0.0,0.0,,
PUUM,PUUM_009,2018,1600,10.486669508088156,,,29,1.376485502122722,,,44,14,0,11.863155010210878,0.0,0.0,,-0.012884732411353461
PUUM,PUUM_009,2020,1600,9.6278036161547,,,29,2.209581929233471,,,79,18,0,11.837385545388171,0.0,0.0,-0.012884732411353461,-0.012884732411353461
PUUM,PUUM_010,2020,1600,26.138156105085294,,,12,1.0913163676223296,,,26,12,46,27.229472472707624,0.0,0.0,,
PUUM,PUUM_011,2020,1600,6.722581769321924,,,26,3.4741211096419042,,,71,12,0,10.196702878963828,0.0,0.0,,
PUUM,PUUM_012,2020,1600,5.560157758103185,,,22,1.2510573283929045,,,47,8,1,6.811215086496089,0.0,0.0,,
PUUM,PUUM_013,2020,1600,4.41465727699635,,,14,1.3588420333679185,,,39,11,3,5.773499310364269,0.0,0.0,,
PUUM,PUUM_014,2020,1600,16.855870487859008,,,28,0.7548910232359707,,,32,15,52,17.610761511094978,0.0,0.0,,
PUUM,PUUM_015,2020,1600,11.071778094916565,,,19,0.14217730571363452,,,46,8,86,11.2139554006302,0.0,0.0,,
PUUM,PUUM_016,2020,1600,9.737077241489233,,,22,0.6711173498127769,,,30,1,97,10.40819459130201,0.0,0.0,,
PUUM,PUUM_017,2020,1600,15.623177342748852,,,12,1.1015530847556916,,,40,24,124,16.724730427504543,0.0,0.0,,
PUUM,PUUM_018,2020,1600,22.4978685660676,,,49,0.7391608846516101,,,26,9,66,23.23702945071921,0.0,0.0,,
PUUM,PUUM_019,2020,1600,31.059871751525044,,,18,1.337186885994628,,,62,33,105,32.39705863751967,0.0,0.0,,
PUUM,PUUM_020,2020,1600,17.703985707764346,,,50,2.0234557557069834,,,58,44,74,19.72744146347133,0.0,0.0,,
PUUM,PUUM_031,2018,1600,33.7182699309944,,,30,0.9230933699578158,,,36,21,65,34.64136330095222,0.0,0.0,,1.1535268729876533
PUUM,PUUM_031,2019,1600,37.12503320153661,,,31,0.7223464502125416,,,36,20,65,37.84737965174915,0.0,0.0,3.2060163507969293,1.1535268729876533
PUUM,PUUM_031,2020,1600,40.53303957975405,,,30,1.1472931381076856,,,39,22,65,41.68033271786174,0.0,0.0,3.8329530661125872,1.1535268729876533
PUUM,PUUM_031,2023,1600,39.929153520833424,,,29,1.164007304326822,,,41,22,65,41.09316082516025,0.0,0.0,-0.19572396423383034,1.1535268729876533
PUUM,PUUM_032,2018,1600,7.9260520450804615,,,22,0.3388482769100627,,,41,17,15,8.264900321990524,0.0,0.0,,0.031642571420930264
PUUM,PUUM_032,2019,1600,7.937853850740941,,,22,0.4012355037214241,,,46,18,15,8.339089354462365,0.0,0.0,0.07418903247184083,0.031642571420930264
PUUM,PUUM_032,2020,1600,7.909261576248317,,,22,0.4324795250147906,,,50,16,15,8.341741101263107,0.0,0.0,0.002651746800742316,0.031642571420930264
PUUM,PUUM_032,2021,1600,7.989110406215333,,,22,0.47703567704717154,,,50,15,15,8.466146083262505,0.0,0.0,0.12440498199939753,0.031642571420930264
PUUM,PUUM_032,2022,1600,7.936949892506881,,,22,0.5024183420347792,,,54,19,15,8.43936823454166,0.0,0.0,-0.026777848720843878,0.031642571420930264
PUUM,PUUM_032,2023,1600,7.888316766197171,,,21,0.5130332312924071,,,52,19,15,8.401349997489579,0.0,0.0,-0.03801823705208207,0.031642571420930264
PUUM,PUUM_033,2018,400,25.967576473763216,,,28,6.845770602348633,,,43,12,8,32.81334707611185,0.0,0.0,,0.3328447533890626
PUUM,PUUM_033,2019,400,28.357696701347027,,,31,5.23619041469243,,,43,11,8,33.593887116039454,0.0,0.0,0.780540039927601,0.3328447533890626
PUUM,PUUM_033,2020,400,27.530962523061156,,,30,6.990756509304955,,,44,12,8,34.52171903236611,0.0,0.0,0.9278319163266531,0.3328447533890626
PUUM,PUUM_033,2022,400,28.161717374358528,,,30,6.642549166465104,,,42,12,8,34.80426654082363,0.0,0.0,0.14127375422876298,0.3328447533890626
PUUM,PUUM_033,2023,400,27.61689866215649,,,30,6.856280511322043,,,43,12,8,34.473179173478535,0.0,0.0,-0.33108736734509847,0.3328447533890626
PUUM,PUUM_034,2018,1600,19.879113268216546,,,36,0.8315027402764141,,,40,14,104,20.71061600849296,0.0,0.0,,0.223113732743674
PUUM,PUUM_034,2019,1600,20.561591307475894,,,36,1.2027680929718356,,,37,12,104,21.76435940044773,0.0,0.0,1.0537433919547716,0.223113732743674
PUUM,PUUM_034,2020,1600,20.811191571800666,,,36,0.7023258473487272,,,40,14,104,21.513517419149395,0.0,0.0,-0.25084198129833624,0.223113732743674
PUUM,PUUM_034,2021,1600,21.03280681173483,,,36,0.9298223223313061,,,40,14,104,21.962629134066134,0.0,0.0,0.4491117149167394,0.223113732743674
PUUM,PUUM_034,2022,1600,20.8895363367613,,,36,0.7463766625646836,,,39,13,104,21.63591299932598,0.0,0.0,-0.3267161347401526,0.223113732743674
PUUM,PUUM_034,2023,1600,21.37093064315082,,,36,0.8887269922375579,,,44,14,104,22.25965763538838,0.0,0.0,0.6237446360623977,0.223113732743674
PUUM,PUUM_035,2018,400,88.34475977604119,,,39,8.977508125390287,,,36,6,61,97.32226790143147,0.0,0.0,,-1.821107766470872
PUUM,PUUM_035,2019,400,93.096991237513,,,38,9.484772740217084,,,36,6,61,102.58176397773008,0.0,0.0,5.259496076298603,-1.821107766470872
PUUM,PUUM_035,2020,400,91.11952834922441,,,39,9.562330153460557,,,36,6,61,100.68185850268497,0.0,0.0,-1.8999054750451023,-1.821107766470872
PUUM,PUUM_035,2022,400,82.99549619339203,,,39,10.127580176458446,,,36,6,61,93.12307636985048,0.0,0.0,-3.779391066417247,-1.821107766470872
PUUM,PUUM_035,2023,400,79.92809774829793,,,39,11.279856158729713,,,39,6,61,91.20795390702764,0.0,0.0,-1.9151224628228363,-1.821107766470872
PUUM,PUUM_036,2018,1600,29.33775399324359,,,30,1.266994035755661,,,45,25,69,30.604748028999254,0.0,0.0,,0.39293372582932823
PUUM,PUUM_036,2021,1600,30.49772471475409,,,30,1.2846965967073847,,,45,25,69,31.782421311461473,0.0,0.0,0.3925577608207398,0.39293372582932823
PUUM,PUUM_036,2023,1600,31.258752284923546,,,30,1.3108255010831753,,,45,25,69,32.56957778600672,0.0,0.0,0.39357823727262264,0.39293372582932823
PUUM,PUUM_037,2018,400,74.83431114594768,,,50,8.342215845465997,,,71,10,24,83.17652699141368,0.0,0.0,,2.3018933321640445
PUUM,PUUM_037,2023,400,86.30677930128013,,,55,8.379214350953776,,,74,11,24,94.6859936522339,0.0,0.0,2.3018933321640445,2.3018933321640445
PUUM,PUUM_038,2018,400,40.69542451854377,,,31,3.231948089524455,,,48,6,1,43.927372608068225,0.0,0.0,,0.665721216759934
PUUM,PUUM_038,2023,400,44.630020869129275,,,32,2.62595782273862,,,39,6,1,47.255978691867895,0.0,0.0,0.665721216759934,0.665721216759934
PUUM,PUUM_039,2018,400,20.38797066628423,,,28,13.19199718802731,,,61,11,29,33.57996785431154,0.0,0.0,,-0.5150980492851402
PUUM,PUUM_039,2023,400,18.677529415794748,,,27,12.326948192091093,,,57,11,29,31.00447760788584,0.0,0.0,-0.5150980492851402,-0.5150980492851402
PUUM,PUUM_040,2018,400,105.21305908193533,,,42,3.309956265473178,,,32,20,54,108.5230153474085,0.0,0.0,,2.433782446558555
PUUM,PUUM_040,2021,400,119.84424868901458,,,42,3.6455656940693912,,,32,19,54,123.48981438308397,0.0,0.0,4.988933011891821,2.433782446558555
PUUM,PUUM_040,2022,400,118.08036776747447,,,42,3.0292001959691714,,,29,17,54,121.10956796344364,0.0,0.0,-2.3802464196403292,2.433782446558555
PUUM,PUUM_040,2023,400,116.53324754599207,,,42,2.732968619308757,,,28,16,54,119.26621616530082,0.0,0.0,-1.8433517981428196,2.433782446558555
PUUM,PUUM_041,2018,400,106.82265884813675,,,32,3.4295358746830793,,,37,16,59,110.25219472281984,0.0,0.0,,-1.7539836803320583
PUUM,PUUM_041,2023,400,98.05315505929296,,,32,3.4291212618665803,,,41,16,59,101.48227632115955,0.0,0.0,-1.7539836803320583,-1.7539836803320583
PUUM,PUUM_042,2018,400,117.50140175346482,,,40,2.6576933486143397,,,41,17,56,120.15909510207916,0.0,0.0,,-0.938577110077537
PUUM,PUUM_042,2021,400,110.79345859458681,,,40,3.550994349955655,,,42,17,56,114.34445294454247,0.0,0.0,-1.938214052512232,-0.938577110077537
PUUM,PUUM_042,2023,400,111.88900950751822,,,40,4.005615876645263,,,41,17,56,115.89462538416349,0.0,0.0,0.7750862198105111,-0.938577110077537
PUUM,PUUM_043,2018,400,35.143452545545365,,,33,7.021187786144604,,,48,13,1,42.16464033168997,0.0,0.0,,-0.27070500734253783
PUUM,PUUM_043,2023,400,35.143452545545365,,,33,5.667662749431915,,,43,12,1,40.81111529497728,0.0,0.0,-0.27070500734253783,-0.27070500734253783
PUUM,PUUM_044,2018,400,99.08500812818217,,,51,1.4216757794782866,,,25,6,8,100.50668390766046,0.0,0.0,,3.750907070028461
PUUM,PUUM_044,2023,400,117.95327754068273,,,51,1.3079417171200236,,,23,6,8,119.26121925780276,0.0,0.0,3.750907070028461,3.750907070028461
PUUM,PUUM_045,2018,400,35.973633682573265,,,37,3.638408205340544,,,19,7,24,39.61204188791381,0.0,0.0,,-0.12975470087378227
PUUM,PUUM_045,2023,400,35.324860178204354,,,37,3.638408205340544,,,19,7,24,38.9632683835449,0.0,0.0,-0.12975470087378227,-0.12975470087378227
PUUM,PUUM_046,2018,400,133.96512690199086,,,33,1.8777131929546726,,,21,7,26,135.84284009494553,0.0,0.0,,-0.006446732226896757
PUUM,PUUM_046,2023,400,133.96512690199086,,,33,1.845479531820196,,,18,6,26,135.81060643381105,0.0,0.0,-0.006446732226896757,-0.006446732226896757
PUUM,PUUM_047,2018,400,94.17495466664583,,,38,2.6920064618990467,,,22,7,3,96.86696112854487,0.0,0.0,,1.5024117646929
PUUM,PUUM_047,2023,400,101.93174135028296,,,38,2.4472786017264063,,,20,7,3,104.37901995200937,0.0,0.0,1.5024117646929,1.5024117646929
PUUM,PUUM_048,2018,400,61.90382689795884,,,42,3.929779272436003,,,27,6,1,65.83360617039484,0.0,0.0,,0.044766274162020635
PUUM,PUUM_048,2023,400,62.70984779061131,,,42,3.3475897505936323,,,23,6,1,66.05743754120495,0.0,0.0,0.044766274162020635,0.044766274162020635
PUUM,PUUM_049,2018,400,102.7496116834259,,,36,2.59185409654142,,,20,2,61,105.34146577996732,0.0,0.0,,30.985162845599625
PUUM,PUUM_049,2023,400,258.32338943555936,,,36,1.9438905724060649,,,15,1,61,260.26728000796544,0.0,0.0,30.98516284559962,30.985162845599625
PUUM,PUUM_050,2018,400,112.80096538715543,,,41,1.9961573292433137,,,24,10,13,114.79712271639875,0.0,0.0,,5.992464427384419
PUUM,PUUM_050,2023,400,143.01280719023293,,,41,1.7466376630878995,,,21,10,13,144.75944485332084,0.0,0.0,5.992464427384419,5.992464427384419
