siteID,plotID,year,plotArea_m2,tree_AGBJenkins,tree_AGBChojnacky,tree_AGBAnnighofer,n_trees,small_woody_AGBJenkins,small_woody_AGBChojnacky,small_woody_AGBAnnighofer,n_small_woody_total,n_small_woody_measured,n_unaccounted_trees,total_AGBJenkins,total_AGBChojnacky,total_AGBAnnighofer,growth,growth_cumu
SOAP,SOAP_001,2019,1600,54.30958290530921,53.36058752844913,,16,,,0.1905589705035158,24,4,2,54.30958290530921,53.36058752844913,0.1905589705035158,,
SOAP,SOAP_002,2019,1600,13.958790377439447,11.506220927473782,,16,0.11555728900737816,0.06912368334052332,0.10780740368292906,13,8,0,14.074347666446826,11.575344610814305,0.10780740368292906,,
SOAP,SOAP_003,2019,1600,18.067883397770988,16.86598759761166,,16,1.374084448591558,0.8443152780206997,0.15991840543447267,55,15,2,19.441967846362544,17.710302875632358,0.15991840543447267,,
SOAP,SOAP_004,2019,1600,74.2172784818903,60.82923206646262,,20,1.4571182048339235,0.9014260476044036,0.1637224190655721,44,12,0,75.67439668672422,61.730658114067026,0.1637224190655721,,
SOAP,SOAP_006,2019,1600,0.0,0.0,0.0,3,0.09309706393106262,0.051389547396097836,0.40461551613347063,14,8,0,0.09309706393106262,0.051389547396097836,0.40461551613347063,,
SOAP,SOAP_007,2019,1600,26.99224364961009,25.6523086193255,,10,,,,70,0,3,26.99224364961009,25.6523086193255,0.0,,
SOAP,SOAP_008,2019,1600,18.165235809057133,17.882068839021763,,12,0.08443667066532876,0.06835605335865033,0.061712889837102526,17,11,2,18.249672479722463,17.95042489238041,0.061712889837102526,,
SOAP,SOAP_009,2019,1600,17.62319138280665,,,15,1.7440471293358795,,0.6147090238444285,90,12,1,19.367238512142528,0.0,0.6147090238444285,,
SOAP,SOAP_010,2019,1600,6.664818513978812,,,3,,,0.38352491633415053,63,1,6,6.664818513978812,0.0,0.38352491633415053,,
SOAP,SOAP_012,2019,1600,15.237971946142627,13.37529533145513,,6,,,0.13011708444155135,23,23,3,15.237971946142627,13.37529533145513,0.13011708444155135,,
SOAP,SOAP_013,2019,1600,87.54900282265193,90.33326654414171,,7,0.009777291329605064,0.005546715232628543,,1,1,2,87.55878011398153,90.33881325937433,0.0,,
SOAP,SOAP_015,2019,1600,99.01555740260474,83.21784114484107,,37,0.9434442260403132,0.3222347611273948,0.16765300259295046,23,17,1,99.95900162864505,83.54007590596846,0.16765300259295046,,
SOAP,SOAP_016,2019,1600,0.0,0.0,0.0,0,,,,8,0,1,0.0,0.0,0.0,,
SOAP,SOAP_017,2019,1600,3.8163602370789618,2.1812323275154997,,21,0.048271869010647055,,0.30319058091197093,34,7,0,3.864632106089609,2.1812323275154997,0.30319058091197093,,
SOAP,SOAP_018,2019,1600,18.59332358827856,18.046786760189125,,4,0.032272368643491624,,0.13843219003777615,17,16,0,18.625595956922055,18.046786760189125,0.13843219003777615,,
SOAP,SOAP_019,2019,1600,0.7519917600621563,0.5805636696179824,,9,,,,3,0,0,0.7519917600621563,0.5805636696179824,0.0,,
SOAP,SOAP_020,2019,1600,105.96881958967961,100.40219371971014,,17,,,0.48055250324664406,133,1,1,105.96881958967961,100.40219371971014,0.48055250324664406,,
SOAP,SOAP_021,2019,1600,67.05010742439394,61.56331161223132,,11,0.5297155922791181,0.5670950674232574,0.41001321075907465,69,54,1,67.57982301667306,62.13040667965458,0.41001321075907465,,
SOAP,SOAP_031,2015,1600,73.90687688973061,68.46881436735805,,56,0.9262502946782706,0.22618462972517034,0.7791764314822479,78,34,2,74.83312718440888,68.69499899708322,0.7791764314822479,,-3.136470811833129
SOAP,SOAP_031,2021,1600,47.52812716244433,40.36026594662234,,58,0.5838080290589515,0.2783810827386712,1.4119184391759934,96,46,2,48.11193519150328,40.63864702936101,1.4119184391759934,-4.4535319988176,-3.136470811833129
SOAP,SOAP_031,2023,1600,52.349803431573356,43.81986018799514,,57,0.552504106933225,0.26678187095789324,1.033171104722365,92,39,2,52.902307538506584,44.08664205895303,1.033171104722365,2.395186173501653,-3.136470811833129
SOAP,SOAP_043,2015,1600,60.21220994291534,58.07437489225306,,85,1.2327146188182214,0.7553828239381906,,76,7,12,61.44492456173356,58.82975771619125,0.0,,2.415262158904543
SOAP,SOAP_043,2020,1600,78.64110649757887,67.89361583317978,,85,1.2327146188182214,0.7553828239381906,,76,7,12,79.8738211163971,68.64899865711797,0.0,3.6857793109327077,2.415262158904543
SOAP,SOAP_043,2021,1600,78.64110649757887,67.89361583317978,,85,1.2327146188182214,0.7553828239381906,,76,7,12,79.8738211163971,68.64899865711797,0.0,0.0,2.415262158904543
SOAP,SOAP_043,2023,1600,75.0052880156974,65.06983243681259,,84,3.758718142940025,3.9264418495056033,,108,8,12,78.76400615863743,68.9962742863182,0.0,-0.5549074788798336,2.415262158904543
SOAP,SOAP_044,2015,1600,72.9372190782333,67.45748995981862,,24,0.2512125468886914,0.04676393203325064,,48,7,3,73.18843162512199,67.50425389185186,0.0,,1.1485796244562916
SOAP,SOAP_044,2021,1600,79.82869682497105,74.59503603411267,,24,0.2512125468886914,0.04676393203325064,,48,7,3,80.07990937185974,74.64179996614591,0.0,1.1485796244562916,1.1485796244562916
SOAP,SOAP_045,2015,1600,12.485370281683256,11.990769020335808,,39,1.5955591523192119,1.4747106560833925,,39,18,19,14.080929434002467,13.4654796764192,0.0,,6.308311353278093
SOAP,SOAP_045,2023,1600,62.951861107907995,64.87681322107092,,39,1.5955591523192119,1.4747106560833925,,39,18,19,64.54742026022721,66.3515238771543,0.0,6.308311353278093,6.308311353278093
SOAP,SOAP_046,2015,1600,149.04122205890775,116.33549444897612,,47,2.691434713537187,0.5411049728291567,0.5422376615827106,120,10,6,151.73265677244493,116.87659942180528,0.5422376615827106,,-3.1629090475789368
SOAP,SOAP_046,2019,1600,163.66810049472463,126.17204692303316,,47,2.691434713537187,0.5411049728291567,0.5422376615827106,120,10,6,166.3595352082618,126.71315189586232,0.5422376615827106,3.6567196089542193,-3.1629090475789368
SOAP,SOAP_046,2021,1600,126.12182329679499,90.39277663306875,,47,3.2521502788574344,0.6538351755018978,0.5871416974073917,145,11,6,129.37397357565243,91.04661180857065,0.5871416974073917,-18.492780816304688,-3.1629090475789368
SOAP,SOAP_046,2023,1600,128.81483497264955,92.58528016579304,,47,2.960578184890906,0.5952154701120724,0.5964614277409815,132,10,6,131.77541315754047,93.1804956359051,0.5964614277409815,1.2007197909440208,-3.1629090475789368
SOAP,SOAP_047,2015,1600,26.12269891244473,26.412241375451014,,27,0.46262180196891506,0.46877013232817816,,84,6,4,26.585320714413644,26.881011507779192,0.0,,2.762806712873871
SOAP,SOAP_047,2021,1600,46.55592716857847,47.40506462987486,,27,0.46262180196891506,0.46877013232817816,,84,6,4,47.018548970547386,47.87383476220304,0.0,3.4055380426889568,2.762806712873871
SOAP,SOAP_047,2023,1600,46.55592716857847,47.40506462987486,,27,0.5892920572699275,0.597123859037084,,107,6,4,47.1452192258484,48.00218848891194,0.0,0.06333512765050742,2.762806712873871
SOAP,SOAP_048,2015,1600,130.83503100478242,127.31528671954342,,92,0.5808706921579193,0.33825648058424723,,64,7,5,131.41590169694035,127.65354320012767,0.0,,-1.0475207952378462
SOAP,SOAP_048,2021,1600,139.10594400106132,134.90074762713402,,92,0.5808706921579193,0.33825648058424723,,64,7,5,139.68681469321925,135.23900410771827,0.0,1.378485499379816,-1.0475207952378462
SOAP,SOAP_048,2023,1600,116.50538407188773,114.75054225991008,,92,0.7079361560674643,0.4122500857120514,,78,7,5,117.2133202279552,115.16279234562212,0.0,-11.236747232632027,-1.0475207952378462
SOAP,SOAP_049,2015,1600,41.9759247503789,39.454625141156534,,57,1.674823420262403,1.2714292869653543,,92,29,8,43.65074817064131,40.72605442812189,0.0,,6.693322830694621
SOAP,SOAP_049,2023,1600,91.4365101126762,89.29990536176496,,56,5.760820703522072,2.0413752587927694,,140,30,8,97.19733081619827,91.34128062055773,0.0,6.693322830694621,6.693322830694621
SOAP,SOAP_050,2015,1600,97.77735998701098,2.674251556811633,,70,0.6850581770495757,,,38,6,36,98.46241816406055,2.674251556811633,0.0,,-0.7682597885666969
SOAP,SOAP_050,2023,1600,86.0426978218282,0.705669754401386,,69,6.273642033698774,40.143278245585314,,50,8,36,92.31633985552698,40.8489479999867,0.0,-0.7682597885666969,-0.7682597885666969
SOAP,SOAP_051,2015,1600,2.1291390998669386,0.6728375830170562,,12,1.1101559455112624,,,41,1,7,3.239295045378201,0.6728375830170562,0.0,,0.37569301814557976
SOAP,SOAP_051,2023,1600,2.1291390998669386,0.6728375830170562,,12,4.1157000906759,,,152,1,7,6.244839190542839,0.6728375830170562,0.0,0.37569301814557976,0.37569301814557976
SOAP,SOAP_052,2015,1600,242.29108669895393,243.32723021880707,,36,0.34367560251986956,0.2012821116935974,,65,7,4,242.6347623014738,243.52851233050066,0.0,,-5.472061151085103
SOAP,SOAP_052,2021,1600,245.83752347719823,246.41341165499944,,36,0.34367560251986956,0.2012821116935974,,65,7,4,246.1811990797181,246.61469376669302,0.0,0.5910727963740499,-5.472061151085103
SOAP,SOAP_052,2023,1600,183.59825114600392,186.88321827261865,,36,0.7085004728871156,0.4149508148760316,,134,7,4,184.30675161889104,187.29816908749467,0.0,-30.937223730413535,-5.472061151085103
SOAP,SOAP_053,2015,1600,22.76388618148235,22.740769299415405,,48,0.22551131176387318,0.07424599782731799,,58,3,2,22.989397493246223,22.815015297242724,0.0,,4.564471732882276
SOAP,SOAP_053,2023,1600,59.182456892918196,59.57643152553749,,48,0.3227144633862323,0.10624858309771365,,83,3,2,59.50517135630443,59.6826801086352,0.0,4.564471732882276,4.564471732882276
SOAP,SOAP_054,2015,1600,98.22407032516301,93.68292615342408,,70,0.7519584738484779,0.5498568448299492,,59,7,7,98.97602879901149,94.23278299825402,0.0,,1.7796912336569868
SOAP,SOAP_054,2023,1600,112.33414960563103,106.77833184202746,,70,0.8794090626363553,0.6430529202248559,,69,7,7,113.21355866826738,107.42138476225232,0.0,1.7796912336569868,1.7796912336569868
SOAP,SOAP_055,2015,1600,27.811550226485068,6.91637581483176,,53,0.8229082413250663,0.3284173844592986,,63,15,20,28.634458467810134,7.244793199291058,0.0,,8.772877378666776
SOAP,SOAP_055,2023,1600,96.89649107575238,76.20800944287063,,50,1.9209864213919523,2.5089427521643004,,74,16,20,98.81747749714434,78.71695219503493,0.0,8.772877378666776,8.772877378666776
SOAP,SOAP_056,2015,1600,101.13961355620825,94.86063694702729,,80,0.7949337709872357,0.4647074410807209,,79,53,8,101.93454732719549,95.32534438810801,0.0,,4.6111737342586805
SOAP,SOAP_056,2021,1600,154.69967159824077,145.9991612168512,,80,0.7949337709872357,0.4647074410807209,,79,53,8,155.494605369228,146.46386865793193,0.0,8.926676340338751,4.6111737342586805
SOAP,SOAP_056,2023,1600,127.67179717568551,121.29566729571073,,80,0.7949337709872357,0.4647074410807209,,79,53,8,128.46673094667275,121.76037473679145,0.0,-13.513937211277621,4.6111737342586805
SOAP,SOAP_057,2015,1600,162.07593088657765,159.01404522127658,,29,4.608912717146026,,,114,2,0,166.68484360372366,159.01404522127658,0.0,,-1.7805818342471962
SOAP,SOAP_057,2021,1600,178.80124523410225,175.7738595457933,,29,4.608912717146026,,,114,2,0,183.41015795124827,175.7738595457933,0.0,2.7875523912541005,-1.7805818342471962
SOAP,SOAP_057,2023,1600,135.89745665726096,131.2646104148285,,29,5.579210131282031,,,138,2,0,141.47666678854299,131.2646104148285,0.0,-20.96674558135264,-1.7805818342471962
SOAP,SOAP_058,2015,1600,39.87248068032453,40.049635013777376,,19,1.2675213288080411,0.7651587801420707,,83,3,0,41.14000200913257,40.81479379391945,0.0,,10.565974246654084
SOAP,SOAP_058,2023,1600,123.75887831849772,126.72417052011386,,19,1.9089176638675316,1.1523475604549258,,125,3,0,125.66779598236525,127.87651808056879,0.0,10.565974246654084,10.565974246654084
SOAP,SOAP_059,2015,1600,74.23574382072893,76.06054536836453,,30,0.07110734085508649,0.0670291129410823,,36,12,3,74.30685116158402,76.12757448130561,0.0,,1.4770082882987106
SOAP,SOAP_059,2021,1600,86.22397108359934,88.36359183529807,,30,0.07110734085508649,0.0670291129410823,,36,12,3,86.29507842445443,88.43062094823915,0.0,1.9980378771450684,1.4770082882987106
SOAP,SOAP_059,2023,1600,84.77763666693566,86.96975058459995,,30,0.09480978780678198,0.08937215058810973,,48,12,3,84.87244645474244,87.05912273518805,0.0,-0.7113159848559931,1.4770082882987106
SOAP,SOAP_060,2015,1600,18.969251942704904,1.705936818293446,,14,0.4824638871161022,,,81,2,6,19.451715829821005,1.705936818293446,0.0,,2.5491864590541935
SOAP,SOAP_060,2023,1600,18.283613375948065,0.8716343135019586,,13,21.561594126306492,,,122,9,6,39.84520750225455,0.8716343135019586,0.0,2.5491864590541935,2.5491864590541935
SOAP,SOAP_061,2015,1600,22.554193594387268,21.554324846200124,,39,0.8241796813935919,0.5709023242781599,,145,4,2,23.37837327578086,22.125227170478283,0.0,,1.525649380952638
SOAP,SOAP_061,2023,1600,33.99204893864192,34.18475079900242,,39,1.5915193847600395,1.1024320744681706,,280,4,2,35.58356832340196,35.28718287347059,0.0,1.525649380952638,1.525649380952638
